1,472,593
1,670,561
1,449,608
2,257,904
1,416,688
1,661,440
1,434,515
1,638,409
1,487,270
2,367,446,617
1,698,739
5,367,386
1,654,101
1,901,246
2,599,499
1,946,123
1,591,805
1,871,824
2,566,672
1,804,281
1,540,874
1,901,962
1,343,853
1,925,831
1,553,009
2,016,633
1,580,983
1,904,609
1,547,486
1,830,983
1,566,943
1,898,629
1,369,758
2,789,620
1,506,071
1,710,539
1,533,662
1,430,445
1,787,691
1,451,033
2,146,837
1,359,118
1,625,461
1,359,493
1,698,363
1,526,981
1,692,326
2,048,193
1,397,303
1,651,978
1,375,290
1,708,449
1,343,726
1,621,445
1,414,243
1,391,487
1,666,308
1,389,427
1,669,767
1,949,485
1,557,307
1,391,713
2,167,607
1,334,773
1,687,814
1,650,543
1,531,094
1,589,351
1,414,730
1,755,899
1,369,818
1,696,771
1,363,204
1,555,432
1,587,268
1,443,236
1,835,777
2,165,313
1,851,606
1,493,817
2,185,080
1,641,175
1,693,161
1,609,028
2,187,693
1,811,832
2,161,181
1,801,489
2,245,512
1,949,774
1,952,896
2,068,657
2,683,738
1,859,176
1,887,518
1,611,148
1,811,822
1,624,265
1,792,754
1,821,331
1,842,840
1,434,719
1,974,309
1,513,649
1,781,111
1,524,998
1,852,305
2,116,651
1,807,869
1,560,889
1,950,556
1,565,405
1,725,365
1,602,922
1,930,799
1,832,907
1,470,176
1,958,596
1,546,187
1,727,863
1,544,807
2,475,761
1,591,518
1,722,235
1,563,074
1,513,965
1,841,231
1,647,846
1,814,413
1,547,698
1,896,671
1,533,500
1,688,204
1,453,197
1,730,745
1,610,277
2,363,151
1,313,452
1,702,567
1,348,868
1,552,159
1,831,214
1,470,760
1,577,466
1,487,512
1,567,686
1,448,878
1,823,137
1,478,144
1,684,756
1,643,619
2,351,859
1,420,760
1,758,848
1,356,395
1,743,198
1,321,267
1,983,464
1,428,911
1,898,519
1,539,674
1,543,024
1,614,671
1,587,753
1,685,194
1,383,993
2,465,403
1,340,460
1,725,680
1,574,621
1,739,110
1,389,872
1,435,176
3,111,809
1,487,391
1,585,572
1,699,331
1,682,169
1,743,175
1,693,167
1,435,025
2,295,121
1,364,991
1,843,949
1,511,205
1,904,969
1,413,400
1,750,812
1,567,422
1,796,515
1,487,793
1,735,017
1,557,771
1,824,722
1,312,020
1,562,987
2,190,917
1,603,649
1,675,457
1,580,854
1,730,776
1,440,675
2,002,723
1,518,711
1,782,660
1,990,120
1,678,367
1,660,457
1,721,239
1,405,864
2,287,308
1,485,887
1,779,463
1,609,835
1,895,943
1,928,685
1,749,257
1,415,729
2,220,681
1,841,149
1,530,716
1,783,559
1,658,380
1,701,170
1,437,443
1,736,231
1,540,084
1,602,492
1,477,001
1,663,542
1,559,365
1,830,127
1,475,039
586,886,043
