10,708,504
41,309
42,030
56,843
40,928
42,787
39,509
44,245
41,463
7,413,503
53,745
87,546
47,054
40,077
57,394
40,484
45,898
48,854
67,464
42,215
52,151
46,574
52,354
47,398
50,933
51,895
46,711
43,832
47,487
46,728
49,943
47,129
46,740
74,399
68,529
64,529
65,213
56,549
69,488
43,264
50,627
58,252
74,797
50,200
50,841
45,964
48,006
49,104
65,949
46,795
44,348
47,820
47,687
50,017
49,225
47,499
42,896
59,586
37,122
45,548
34,443
41,176
44,155
85,956
44,084
42,829
40,778
47,327
45,515
48,679
41,672
40,401
40,619
40,636
41,965
40,889
48,985
45,770
53,990
40,041
41,430
42,944
45,835
46,194
42,269
41,382
37,585
39,287
45,436
42,121
53,207
40,970
44,976
55,329
44,962
36,461
49,469
38,020
43,804
38,416
53,261
39,217
43,910
46,058
44,804
43,037
45,008
38,928
59,148
41,436
38,260
39,827
43,923
46,801
49,939
46,789
39,473
40,243
41,787
38,485
39,901
46,806
48,473
61,152
40,837
42,835
42,920
40,842
47,270
45,357
41,930
46,850
41,706
43,228
40,989
40,900
44,436
47,363
58,507
42,571
40,960
40,339
52,035
43,124
42,684
41,070
43,637
42,262
44,156
39,822
42,415
40,145
54,023
43,911
41,194
42,910
38,565
42,283
41,644
42,282
47,962
40,490
40,935
40,157
39,493
39,792
40,587
1,137,578
8,238,991
