15,309,065
6,026,415
8,485,257
5,757,134
9,371,768
8,146,177
6,940,294
6,051,069
9,301,025
1,987,766,154
10,238,830
80,985,683
10,868,278
7,741,922
10,657,635
8,440,171
10,687,914
6,764,150
11,880,745
7,922,351
11,626,171
8,895,841
9,675,977
7,943,107
11,561,784
7,138,711
7,277,747
9,726,487
6,836,523
10,611,409
18,714,141
7,953,047
9,136,793
8,227,531
6,045,074
8,232,593
6,347,532
7,991,422
5,494,330
7,727,957
5,380,297
9,309,513
43,643,385
11,946,196
9,903,929
9,452,923
9,055,345
15,002,502
15,064,211
7,320,800
6,255,898
9,631,585
7,015,684
8,723,700
6,045,090
7,219,901
8,611,354
9,726,529
11,206,731
6,105,555
8,361,973
7,015,903
8,963,066
5,987,493
9,171,136
5,970,120
8,252,362
7,130,077
10,186,166
6,182,789
10,140,315
6,749,000
11,176,712
4,934,972
6,788,501
6,120,510
7,755,220
7,070,997
5,093,053
8,579,979
4,279,544
7,882,754
9,352,494
10,250,511
5,020,470
5,439,886
6,787,719
10,262,291
5,940,887
6,208,725
5,572,034
4,825,014
9,258,520
6,002,523
8,906,060
5,104,179
6,519,345
4,521,404
8,131,710
5,828,310
8,741,040
9,345,438
8,200,201
6,002,056
7,366,877
6,574,682
4,452,062
6,128,161
8,604,773
8,426,343
6,349,365
10,521,591
7,345,382
8,444,593
4,674,047
4,917,920
10,473,257
6,107,054
6,538,066
4,478,678
4,608,628
8,763,959
5,578,422
7,671,039
6,261,553
64,319,340
14,394,734
4,328,742
6,954,129
10,804,564
20,055,813
9,336,595
5,789,194
7,867,742
5,407,029
5,320,892
9,148,289
7,188,057
4,526,543
7,956,196
7,651,008
6,081,498
5,239,683
7,353,494
4,588,049
10,058,684
4,930,116
6,933,608
4,332,645
5,517,862
9,117,371
5,617,152
6,549,940
5,975,683
7,227,732
4,035,372
6,676,613
5,409,896
10,632,980
8,390,998
5,417,274
5,117,881
4,370,756
5,019,450
3,711,842
6,708,654
5,390,635
6,488,355
5,714,328
7,331,939
5,914,740
5,849,322
5,953,425
7,995,370
8,481,100
6,897,348
5,318,356
6,471,689
4,920,272
7,759,286
10,548,646
5,251,828
6,666,129
4,019,801
6,707,700
5,690,269
4,146,232
4,678,443
40,090,261
2,825,855,216
