8,467,810
2,279,105
2,960,469
2,160,293
3,257,915
4,241,919
2,747,577
2,132,499
3,285,543
2,250,351,743
3,791,614
55,565,952
5,043,425
2,919,456
4,275,438
2,838,341
3,550,434
2,311,734
3,850,821
2,618,565
3,883,593
3,101,429
3,062,726
2,557,970
4,356,764
2,508,872
2,837,911
4,079,931
2,460,737
3,568,033
14,867,179
2,988,915
3,234,210
3,157,799
2,310,322
2,753,663
2,394,596
3,024,854
2,069,710
2,747,258
2,115,815
3,484,719
37,880,937
3,945,203
3,181,146
3,101,888
3,048,292
7,151,372
10,579,958
2,899,253
2,059,712
3,173,603
2,402,792
2,813,875
2,049,575
2,443,225
2,869,951
3,431,934
3,677,787
2,219,647
2,988,072
2,372,315
3,010,022
2,004,037
3,194,591
2,104,805
2,837,913
2,419,585
3,516,783
2,088,936
3,500,597
2,125,721
3,785,020
1,933,696
2,832,558
1,835,100
2,903,049
2,486,222
2,173,793
4,045,777
1,955,885
2,723,180
3,683,697
2,580,332
1,938,097
2,448,790
2,205,988
3,771,485
1,844,530
2,779,609
2,440,758
2,110,596
3,260,609
1,850,508
2,798,213
2,141,298
2,715,248
1,954,236
2,521,388
1,699,375
2,489,503
4,185,082
3,059,454
2,003,581
2,616,806
2,864,345
1,991,144
2,428,263
2,394,399
2,615,177
2,144,996
3,259,337
1,931,364
3,187,899
1,984,822
2,067,474
3,688,042
1,950,648
2,799,692
1,929,478
1,952,799
3,161,976
1,933,031
2,485,743
2,017,284
77,579,837
13,777,330
1,684,349
2,905,900
6,544,929
11,766,994
3,460,426
1,840,207
2,574,542
1,996,073
2,126,816
4,946,091
2,562,393
1,880,579
2,356,622
2,419,220
2,463,276
1,931,905
2,213,338
1,723,583
4,226,484
1,886,331
2,224,930
1,559,667
2,370,152
3,162,552
1,856,664
1,983,976
1,931,116
2,281,802
1,795,778
2,232,604
1,873,365
2,861,501
2,934,684
1,757,454
2,192,963
1,742,489
2,169,667
1,612,839
2,294,759
1,992,248
2,214,696
1,725,071
2,267,120
1,697,456
2,428,695
1,736,292
2,250,045
2,868,500
2,280,150
1,606,851
2,192,425
1,890,961
2,533,171
4,365,100
1,730,686
2,122,529
1,837,250
2,540,880
1,986,459
1,797,712
2,131,166
22,983,668
2,681,908,666
