530,247
597,417
469,274
543,318
565,765
631,394
496,995
630,939
533,288
611,136
917,927
586,227
471,536
485,850
682,742
1,110,562,023
671,770
2,722,840
606,051
608,914
624,053
528,244
680,716
454,565
576,985
983,535
784,341
556,013
839,759
598,101
530,098
842,782
566,600
752,973
540,238
682,611
586,542
753,980
757,621
5,004,753
1,052,953
810,179
790,253
818,324
613,134
745,933
560,132
697,523
589,001
759,081
511,640
747,616
560,918
583,631
562,802
1,191,309
578,958
643,174
599,656
739,070
460,492
1,035,549
448,989
729,022
668,894
579,662
526,402
559,136
560,497
877,271
607,370
450,237
890,645
513,145
616,921
448,306
706,904
543,608
648,496
493,704
566,552
480,453
608,689
412,605
1,027,662
542,304
622,432
527,499
521,828
667,510
497,922
2,246,622
454,863
606,978
540,419
608,947
461,989
579,961
570,187
882,876
625,606
571,754
617,206
576,168
537,486
692,454
472,353
631,678
627,487
506,583
649,536
463,571
601,381
930,162
499,909
993,596
459,288
606,141
454,630
618,028
482,954
665,581
460,911
614,717
454,743
653,679
476,153
640,968
1,142,730
483,625
556,824
464,578
607,764
598,109
465,999
583,676
494,557
633,114
487,513
481,936
580,240
457,427
1,125,224
496,421
660,476
546,410
585,678
545,521
789,871
617,758
451,357
1,040,735
470,778
553,808
445,355
631,263
495,621
1,185,384
409,243
5,619,877
458,845
585,555
437,019
608,581
452,062
552,546
536,816
5,130,478
593,085
461,445
581,713
852,815
600,753
595,787
432,443
612,515
453,073
535,507
673,413
450,125
678,098
455,877
548,081
482,543
538,635
447,098
997,580
457,952
584,397
596,329
571,184
457,228
770,270
5,266,920
420,918
517,965
482,629
565,978
696,597
444,064
580,177
868,840
544,028
465,596
618,117
447,698
613,547
447,043
571,513
463,122
3,276,643
617,458
17,806,847
456,005
537,523
860,035
569,507
425,579
573,830
440,293
551,344
420,575
531,953
580,089
415,393
564,561
440,673
519,012
7,689,677
681,860,121
