3,039,480
3,145,527
4,572,299
2,831,733
6,589,016
3,272,341
3,523,107
2,932,967
4,182,435
1,832,793,254
5,560,604
7,521,170
2,961,154
4,071,317
4,500,403
5,089,852
6,722,074
5,109,472
5,747,333
8,005,574
5,528,195
4,364,077
4,093,864
3,025,120
3,775,075
3,734,301
16,979,881
5,229,682
7,821,429
3,966,756
5,533,018
8,998,941
7,116,671
12,042,381
3,636,500
6,695,578
5,441,487
4,806,618
5,496,880
6,271,155
4,123,813
6,031,354
5,404,020
4,929,574
4,118,485
5,410,427
4,956,091
4,347,445
15,787,950
2,778,274
5,294,506
2,453,259
7,132,769
3,902,772
4,596,332
4,579,893
3,953,247
3,572,762
4,522,231
2,353,696
3,315,993
3,528,735
5,195,097
7,597,264
5,367,633
3,512,195
4,000,590
2,824,648
3,205,986
3,147,878
4,376,343
3,122,299
2,986,120
2,624,264
4,487,156
4,842,276
3,477,574
3,457,496
6,610,614
4,453,988
3,730,576
3,912,193
5,182,244
3,206,894
4,722,797
2,702,730
3,566,619
4,391,123
4,789,865
3,306,556
4,448,698
4,521,306
5,431,880
3,576,745
4,116,293
4,694,111
2,997,164
4,178,715
3,066,844
4,604,461
3,156,452
3,649,299
4,444,854
5,164,397
3,147,787
2,681,775
4,048,851
5,388,787
3,404,270
2,568,336
3,999,195
2,374,121
3,211,426
2,447,402
3,266,997
9,230,009
2,315,114
3,104,235
2,441,974
3,254,376
2,511,819
3,023,442
278,914,048
3,097,769,215
