18,189,171
687,324
49,885
50,189
50,662
53,717
49,550
51,305
51,208
120,088
50,858,998
63,573
98,199
69,772
57,416
57,382
62,173
60,338
61,613
60,181
63,515
59,693
74,349
118,956
61,054
60,590
62,750
56,956
61,827
61,740
62,132
68,859
79,795
75,425
76,338
84,483
75,769
69,859
113,527
65,134
58,137
59,029
60,575
65,923
59,613
61,633
56,013
56,023
59,379
62,411
62,872
64,059
49,443
118,179
60,147
64,390
57,212
53,246
116,981
49,591
47,281
62,417
53,995
48,262
49,860
46,437
53,563
48,498
108,135
49,849
50,858
52,828
59,049
46,881
53,992
49,284
55,582
61,619
54,845
52,231
50,987
76,509
56,355
124,685
51,328
52,053
56,820
55,991
53,613
51,980
48,343
54,808
50,631
51,410
61,014
55,487
52,721
105,910
66,929
55,768
64,909
51,929
50,208
50,042
57,430
58,957
59,181
50,972
52,468
47,914
49,787
63,133
109,186
55,912
48,465
56,995
48,081
54,880
45,762
61,964
54,526
62,488
47,995
53,080
50,439
46,654
56,367
100,066
63,595
50,533
63,652
48,640
60,144
47,615
62,896
53,011
54,478
52,119
50,390
62,558
76,194
105,862
55,365
52,095
57,851
49,120
47,201
55,875
48,601
55,698
55,483
52,138
52,789
52,018
52,744
53,424
4,543,073
