3,302,997
3,009,012
3,160,946
5,106,686
3,050,142
2,994,473
2,988,534
3,120,795
2,945,309
2,132,850,719
3,971,788
8,472,107
2,821,744
4,352,798
3,341,646
4,013,846
4,569,603
3,560,553
6,373,272
2,517,732
3,060,531
2,858,896
5,224,872
3,478,882
2,976,111
4,115,938
3,414,131
3,260,042
3,690,424
3,956,827
2,818,467
3,010,318
3,111,975
6,275,652
2,914,503
3,037,947
3,203,576
3,298,942
3,103,731
2,774,540
2,742,794
2,533,272
2,651,587
2,481,812
3,537,946
3,021,126
4,603,706
2,676,589
2,547,210
2,662,383
2,538,548
2,616,900
2,611,746
2,613,339
2,699,892
2,405,971
2,698,117
2,450,239
2,652,818
2,407,325
4,156,244
3,197,458
2,389,562
3,233,434
3,538,036
3,495,068
3,093,777
2,372,782
2,606,743
2,748,329
2,456,146
2,567,996
3,096,235
2,737,300
4,266,787
2,806,915
2,182,840
3,038,566
2,261,692
2,803,715
2,383,441
2,860,170
2,497,599
2,598,387
2,423,724
2,651,507
2,637,513
2,609,930
4,685,703
3,440,112
2,932,653
2,406,823
2,805,488
2,617,315
2,585,388
2,716,298
2,479,571
3,114,579
2,549,128
2,607,149
3,593,592
2,861,323
3,066,826
7,086,180
8,543,152
5,119,225
4,746,417
5,237,960
4,215,889
3,720,456
4,406,035
3,627,218
4,421,855
3,684,344
4,784,795
3,882,151
4,235,643
5,802,426
4,355,513
3,493,669
3,806,913
4,530,535
4,185,825
4,317,748
3,586,329
3,991,454
3,686,947
3,139,530
5,309,842
3,789,656
3,064,817
4,350,508
6,082,880
4,198,025
3,726,499
3,224,719
2,566,410
2,491,394
3,246,346
3,550,039
3,689,616
3,173,921
5,136,713
3,781,900
4,189,564
2,465,745
3,624,865
4,898,047
2,927,991
3,285,648
2,808,615
2,654,369
2,376,860
2,619,884
2,934,858
2,966,515
3,077,887
2,432,774
3,368,135
5,063,439
2,965,473
4,656,493
2,669,533
2,625,232
3,705,305
3,083,021
3,549,777
3,536,448
3,084,411
2,590,755
3,001,048
3,145,180
3,184,191
2,621,961
2,559,757
2,659,509
4,976,245
3,075,163
2,801,956
2,826,844
3,577,434
3,195,907
2,766,236
2,681,276
2,912,395
3,424,856
4,023,152
2,601,508
2,990,055
3,203,560
3,179,792
8,005,185
2,683,125
2,803,216
2,983,927
3,533,711
4,268,361
2,961,373
2,574,769
3,436,491
2,820,103
2,586,428
2,422,092
3,851,735
3,177,364
5,213,515
2,991,477
2,761,980
3,445,396
2,728,701
2,515,183
3,032,024
3,590,677
3,166,015
3,754,910
3,229,412
1,380,354,974
