9,271,364
8,675,142
958,286
7,389
7,253
7,379
7,684
7,799
7,355
7,848
7,404
77,540,107
220,710
42,332
9,121
9,999
7,849
8,524
9,181
8,301
8,547
8,133
8,033
8,011
8,686
7,740
9,070
7,215
42,448
8,730
9,490
7,848
9,420
7,241
8,353
7,514
9,359
7,161
9,347
8,205
9,372
9,187
8,939
40,112
8,750
8,093
8,031
7,916
8,435
8,058
8,349
7,750
48,729
8,429
8,266
8,271
8,254
7,638
42,641
8,218
8,598
8,490
8,883
9,075
9,229
8,323
7,862
8,877
8,080
9,845
8,340
8,514
7,631
41,463
8,691
9,522
7,537
8,933
7,727
10,081
8,964
10,492
9,345
10,477
9,468
10,219
9,352
9,792
41,239
10,867
8,883
9,469
9,375
9,395
10,172
9,691
8,707
9,575
8,807
11,146
8,310
8,531
8,695
39,037
8,321
8,173
7,972
8,545
7,905
8,106
9,072
7,925
19,834
8,126
7,874
7,963
8,875
41,073
9,791
7,527
9,398
7,686
8,744
7,894
8,813
7,956
9,535
7,138
8,682
7,627
9,312
7,453
45,325
7,480
9,389
6,435
9,296
8,011
9,141
8,258
8,068
8,599
8,716
8,261
9,009
7,726
8,623
40,295
8,214
8,075
8,004
9,866
8,481
8,125
7,608
7,930
8,030
7,260
8,063
7,871
7,886
7,548
41,481
7,206
7,994
8,182
7,894
8,848
7,675
9,202
7,093
46,324
10,356
9,467
8,602
8,402
6,660
42,051
7,774
8,443
7,035
9,102
6,791
9,804
7,073
9,891
7,900
7,427
8,737
6,523
8,711
6,634
41,058
7,509
8,477
6,638
8,693
9,202
6,933
9,205
6,778
8,816
7,925
8,026
7,926
8,737
7,558
8,099
9,168
6,336
9,084
6,305
7,939
7,464
8,732
7,932
7,166
7,681
8,229
7,290
7,909
40,859
7,083
8,151
7,201
8,693
6,901
9,532
6,716
8,233
6,797
15,892
6,801
9,665
6,565
8,659
39,778
7,809
8,100
7,749
9,038
7,461
9,337
8,109
8,565
7,474
9,422
7,528
8,580
8,434
9,886
42,411
7,103
9,162
7,879
8,144
8,224
8,068
7,741
9,000
7,772
8,704
7,637
8,585
7,884
8,298
40,851
7,663
7,131
8,181
8,211
8,366
7,153
8,445
6,723
9,080
6,829
8,051
7,445
7,294
40,897
8,025
8,051
7,243
8,530
8,312
7,435
7,786
8,534
7,787
14,609
7,880
10,002
7,499
7,947
42,469
7,901
8,810
7,471
8,425
8,017
8,366
8,934
7,498
8,884
7,241
8,586
7,617
7,858
7,912
41,986
7,131
9,082
7,756
8,957
7,890
7,647
9,745
7,194
9,125
7,037
9,358
7,748
8,755
8,460
40,046
8,278
9,408
8,407
7,969
8,511
8,200
7,110
11,011
7,872
8,722
8,539
9,122
7,609
41,849
8,261
8,764
9,608
7,569
9,280
7,863
9,496
8,547
14,570
7,959
8,667
8,087
7,935
43,806
8,997
9,255
8,806
8,551
7,279
8,993
7,823
8,229
8,082
8,771
247,480
9,415,366
