597,522,026
573,290,550
3,856,024
279,172
317,297
286,995
310,450
279,165
307,006
295,748
311,728
517,772,536
345,961
1,016,307
298,533
322,907
364,106
406,918
305,297
315,327
315,885
327,252
271,610
347,327
312,155
348,734
298,912
350,595
297,146
315,469
289,488
367,454
375,353
357,164
283,692
377,025
280,621
345,423
289,913
350,025
273,796
340,762
267,733
318,121
321,734
309,716
297,494
414,520
314,427
309,498
311,341
333,218
321,047
312,644
325,398
381,863
295,154
325,058
324,275
331,533
315,833
295,556
426,252
302,435
316,186
336,558
314,154
311,968
344,978
297,594
335,164
263,395
350,226
299,911
346,338
290,375
347,429
520,557
362,360
282,560
357,135
253,620
366,087
301,704
349,467
290,841
323,039
335,247
378,312
357,483
381,377
440,434
383,550
369,038
374,245
362,951
553,493
386,087
376,569
355,065
381,479
369,471
364,913
375,441
375,681
367,020
435,477
365,746
311,805
341,494
293,860
324,777
329,717
435,716
306,228
428,059
282,739
319,818
327,784
314,632
317,483
605,195
320,663
331,104
302,705
338,103
286,296
309,799
313,157
329,947
337,290
327,265
301,873
326,774
319,055
302,299
418,957
301,745
345,479
297,075
351,451
305,764
335,415
273,786
357,220
282,504
323,607
295,290
367,332
278,574
355,399
365,763
348,321
284,587
336,811
297,142
346,252
317,828
299,961
308,278
330,941
301,902
333,136
328,961
341,287
299,416
412,940
325,792
288,753
343,663
304,236
333,683
299,069
330,863
351,262
338,259
271,983
323,762
325,078
337,491
286,965
470,722
296,244
322,207
341,297
305,938
363,374
302,502
290,580
335,216
297,219
327,961
299,823
303,195
284,693
323,450
418,728
282,241
291,953
279,062
311,567
262,243
317,991
263,044
347,655
261,470
316,372
271,577
314,520
268,634
327,946
388,827
309,973
273,506
296,328
278,816
296,993
288,926
317,882
290,974
296,264
281,853
311,358
263,741
317,324
352,506
311,988
483,119
288,525
328,584
319,153
282,201
279,630
324,225
400,719
285,397
286,341
300,538
281,039
333,920
385,554
289,080
271,251
284,841
328,681
319,011
321,777
304,483
324,679
286,525
313,531
306,100
329,172
293,399
338,697
365,901
320,690
263,802
327,822
271,100
352,759
288,533
342,334
282,748
325,262
307,728
286,308
286,986
321,728
389,572
302,789
323,626
287,065
307,853
305,784
397,423
292,379
335,390
316,435
319,365
247,794
324,607
281,275
296,926
423,359
303,057
310,632
298,991
339,961
331,125
306,680
290,260
420,486
308,292
303,808
278,327
345,516
273,517
452,435
266,661
293,951
258,676
308,662
299,694
336,298
273,294
341,356
275,608
346,621
257,344
324,809
235,857
323,475
382,790
341,868
292,929
340,661
293,904
290,693
274,517
322,130
294,834
331,525
283,898
345,064
296,272
303,833
385,405
333,299
300,417
348,060
289,751
304,105
324,026
289,725
332,390
317,287
328,183
306,440
279,710
354,722
308,206
416,183
329,176
296,300
335,879
265,865
355,064
276,401
328,221
336,303
317,964
265,019
351,083
274,318
374,630
371,350
345,106
272,783
315,687
254,522
326,155
326,905
292,738
325,871
311,628
321,959
304,714
298,520
293,020
296,232
387,834
300,379
295,282
317,897
293,153
335,429
291,830
296,435
262,391
359,266
275,278
291,892
325,248
302,120
1,139,598
468,093,393
