1,650,584
1,461,109
1,726,419
1,392,090
1,742,339
1,446,809
1,705,719
958,245,135
1,932,154
5,954,209
1,626,531
1,814,103
1,904,878
1,672,900
1,698,537
1,614,323
1,600,013
1,730,146
1,545,164
1,781,775
1,607,623
1,859,928
2,230,170
1,829,505
1,599,811
1,793,243
1,666,961
1,765,851
1,572,220
1,862,152
1,601,119
1,813,448
1,576,432
1,816,743
1,634,473
1,801,100
1,577,572
2,398,778
1,607,661
1,811,567
1,599,746
1,811,995
2,019,762
2,084,179
1,768,272
2,055,089
1,852,999
2,074,796
1,793,654
2,011,566
1,874,674
2,602,930
1,671,468
1,843,903
1,533,750
1,840,599
1,602,012
1,871,436
1,621,997
1,630,942
1,563,994
1,827,650
1,596,016
1,842,749
1,562,431
1,810,342
2,182,579
1,763,532
1,438,900
1,761,160
1,575,675
2,084,177
1,637,563
1,746,687
1,641,810
1,930,431
1,658,656
1,667,433
1,783,109
1,569,207
1,746,532
2,240,444
1,799,959
1,676,943
1,680,485
1,560,654
2,126,120
1,434,254
1,617,382
1,481,018
1,570,394
1,451,337
1,678,813
1,536,648
1,762,134
1,437,706
2,126,356
1,486,661
1,852,293
1,512,064
1,729,900
1,562,665
1,813,833
1,427,206
1,671,731
1,692,586
1,536,578
1,545,078
1,640,573
1,619,275
1,585,369
1,979,391
1,649,682
1,475,161
1,647,191
1,568,527
1,634,032
1,695,546
1,452,656
1,606,640
1,483,709
1,626,643
1,382,641
1,602,367
1,540,524
2,139,086
1,736,256
1,414,538
1,655,678
1,761,373
2,065,750
1,453,470
2,745,650
1,690,535
1,660,450
1,637,421
1,383,337
1,653,161
1,552,062
1,631,303
2,170,929
1,683,740
2,216,023
1,455,330
1,586,376
1,655,441
1,570,202
1,692,874
1,538,965
1,518,019
1,594,557
1,510,372
1,572,261
1,785,989
2,116,225
1,452,014
1,628,227
1,393,955
1,598,880
1,523,862
1,784,471
1,558,163
1,683,966
1,487,397
1,632,402
1,593,208
1,645,030
1,452,898
1,613,396
1,995,513
1,774,478
1,772,082
1,750,554
1,662,645
1,664,960
1,675,748
1,525,006
1,636,575
1,450,205
1,834,540
1,442,146
1,605,953
1,664,350
1,710,300
2,171,603
1,690,083
1,496,229
1,776,306
1,665,341
2,057,817
1,706,265
1,611,138
1,493,295
1,539,620
1,389,913
1,506,670
1,816,401
1,457,609
1,837,369
2,408,657
1,880,921
1,512,401
1,670,325
1,388,672
1,617,393
1,776,379
1,517,338
10,638,623
1,950,788,943
