2,650,509
3,327,975
2,848,390
3,182,065
4,462,918
3,590,019
2,457,679
3,626,319
2,668,919
1,971,323,402
3,316,033
7,904,049
2,206,390
4,736,817
3,148,285
6,032,222
3,126,573
4,523,616
2,757,782
5,184,002
3,457,605
3,167,038
4,330,695
3,190,885
4,786,618
3,447,170
4,090,915
2,684,706
3,256,243
2,445,040
3,445,722
4,288,252
4,009,277
3,925,926
4,806,901
3,021,675
2,279,169
3,427,485
3,851,852
3,898,436
3,008,793
3,877,570
2,867,442
3,578,958
2,208,850
3,235,510
2,293,451
3,012,165
4,374,036
3,369,348
2,329,604
2,760,847
2,810,939
2,454,949
3,096,776
2,394,631
2,793,374
2,296,309
2,919,022
2,597,148
3,141,332
2,325,459
4,832,731
2,315,662
3,237,487
4,521,311
6,581,424
7,631,185
4,768,813
4,053,985
4,407,409
5,190,438
5,025,018
3,716,122
4,867,421
5,386,914
4,315,861
5,615,184
3,461,480
5,148,184
4,435,759
6,059,602
3,480,860
5,612,912
2,320,486
3,447,277
4,091,082
2,761,057
3,680,890
4,083,759
3,984,184
6,841,936
2,768,432
3,479,555
2,454,634
4,218,519
3,432,751
4,099,447
3,531,967
5,055,136
5,888,699
5,230,913
3,811,460
4,508,483
3,300,464
3,272,833
4,644,587
2,681,815
2,996,730
3,789,411
4,788,815
3,095,875
3,180,249
2,722,711
3,981,519
2,397,108
2,747,465
2,809,303
4,530,948
3,261,575
4,206,959
5,092,188
3,868,107
3,952,439
3,917,413
4,648,811
3,051,649
2,952,277
2,430,503
3,364,576
3,537,098
3,181,651
3,849,616
3,087,501
3,048,749
3,370,989
4,006,612
3,118,673
2,387,560
2,820,812
2,129,481
2,951,628
2,427,679
3,382,568
2,069,118
2,611,791
2,037,450
2,758,801
2,163,350
2,665,858
5,435,022
2,698,099
2,575,806
2,136,267
2,812,447
2,219,882
2,674,929
2,261,404
2,461,794
2,434,118
2,329,259
2,924,892
2,136,390
2,748,242
2,151,549
5,834,071
2,247,368
878,708,933
1,753,461,802
836,065,652
3,374,499
