410,262
524,788
407,637
625,450
392,087
520,625
383,850
412,941
483,597
402,547
770,129
405,685
486,228
414,356
510,733
423,235
507,891
552,457,578
490,890
816,314
405,333
661,057
634,690
400,269
808,620
434,259
526,770
475,210
511,772
518,832
653,502
489,237
635,124
542,161
566,294
606,919
663,073
821,332
903,521
1,067,606
553,773
719,280
415,937
700,142
570,409
512,149
587,907
687,156
454,452
659,671
497,910
516,757
634,988
527,521
727,948
592,655
413,057
492,370
429,527
430,148
496,886
542,466
507,570
408,640
588,820
435,899
505,186
388,000
755,282
383,854
499,523
396,151
547,030
401,966
467,551
564,821
434,636
457,450
388,769
501,512
402,927
420,907
532,744
645,010
565,843
421,857
372,548
525,950
486,239
548,064
401,230
549,298
389,912
503,838
427,313
487,061
390,875
852,148
515,789
488,549
428,932
518,464
392,679
582,955
395,943
610,334
503,056
454,269
493,395
405,557
621,400
527,354
668,750
515,715
320,778
553,168
514,434
413,275
547,025
955,300
485,742
399,935
499,152
397,094
492,752
385,440
762,442
389,581
533,038
392,802
507,294
386,046
513,394
403,768
528,774
386,656
522,097
408,328
496,577
392,391
523,795
210,955,911
152,638,712
