5,650
7,191
5,143
8,784
5,413
6,698
4,724
5,226
6,250
4,945
8,925
5,562
6,066
5,208
6,617
5,269
6,499
767,117
6,617
12,628
4,931
7,471
8,788
4,804
9,874
5,704
6,849
6,413
6,873
7,854
9,680
6,844
9,893
8,421
8,146
9,355
10,381
12,042
14,524
14,673
7,839
10,147
5,452
9,703
8,426
6,852
7,832
9,410
5,896
9,247
7,027
6,443
9,349
7,129
8,266
9,534
5,451
6,778
5,530
5,191
6,044
8,624
6,514
5,118
7,633
5,720
7,489
5,007
9,140
4,958
6,369
5,896
7,092
5,843
5,965
7,633
5,900
6,533
5,097
7,012
5,487
5,925
7,368
7,897
8,108
6,056
5,470
6,980
6,882
7,708
5,810
7,407
5,821
7,094
5,900
6,008
4,695
11,039
7,448
6,782
5,531
6,808
4,962
7,883
5,667
8,294
6,460
6,440
5,876
5,445
8,540
6,990
7,699
6,557
5,073
7,635
6,490
5,283
7,164
11,192
5,927
4,977
6,093
4,968
5,937
4,701
8,923
4,733
6,855
4,769
6,294
4,657
6,270
4,964
6,564
4,719
6,449
5,045
5,949
4,787
6,448
2,371,156
1,433,598
