1,281,538
1,602,287
1,279,421
1,573,606
2,001,200
1,669,909
1,221,642
1,697,662
1,220,663
2,261,864,175
1,430,773
2,952,298
1,233,077
2,136,366
1,349,936
2,189,480
1,343,541
1,940,078
1,315,363
2,366,191
1,587,856
1,405,308
1,824,126
1,304,700
2,002,030
1,515,143
1,938,819
1,316,459
1,578,389
1,278,329
1,608,742
1,673,858
1,617,764
1,575,235
2,059,895
1,553,703
1,159,512
1,771,665
1,606,363
1,854,429
1,424,211
1,657,150
1,352,995
1,762,555
1,214,868
1,606,145
1,239,528
1,558,904
1,993,435
1,660,169
1,255,299
1,493,051
1,487,875
1,252,116
1,586,280
1,261,475
1,576,853
1,260,801
1,574,766
1,366,607
1,630,836
1,234,774
2,282,326
1,313,267
1,605,509
1,996,297
2,781,758
3,120,947
1,913,160
1,780,747
1,639,192
2,021,235
2,066,051
1,667,027
2,001,087
2,256,987
1,665,137
2,220,393
1,472,831
2,103,678
1,681,546
2,594,705
1,350,955
1,960,026
1,204,040
1,393,450
1,040,056
1,500,022
1,514,066
1,588,489
1,469,184
2,389,454
1,295,121
1,464,621
1,242,446
1,566,059
1,536,954
1,635,824
1,141,202
1,436,283
1,772,697
1,834,184
1,283,177
1,376,117
1,202,876
1,501,538
1,887,172
1,482,900
1,483,668
1,525,973
1,868,204
1,269,297
1,686,963
1,337,375
1,466,412
1,280,574
1,564,481
1,403,721
1,976,613
1,268,608
1,574,201
2,063,203
1,764,689
1,587,226
1,597,937
1,814,273
1,320,625
1,633,455
1,206,104
1,070,751
1,455,970
1,230,465
1,810,023
1,486,049
1,139,445
1,583,232
1,914,703
1,639,243
1,303,853
1,594,208
1,209,402
1,588,184
1,304,321
1,667,294
1,183,364
1,481,643
1,202,607
1,570,807
1,227,650
1,502,510
2,952,587
1,482,973
1,461,796
1,204,913
1,611,424
1,248,322
1,521,267
1,291,412
1,443,042
1,424,694
1,309,116
1,672,560
1,223,599
1,567,113
1,232,476
3,163,140
1,278,270
946,649,066
1,876,028,672
867,124,370
1,632,883
