5,769,985
8,121,839
5,724,712
9,358,377
6,242,147
7,181,100
5,989,225
587,939,863
7,786,740
77,966,845
6,769,763
9,809,680
7,107,814
8,926,145
12,708,167
18,844,143
8,255,527
12,542,592
9,002,506
11,220,477
9,191,050
11,843,320
10,463,975
13,264,640
11,666,075
11,575,856
7,208,588
10,745,163
12,352,019
6,517,134
12,158,510
8,168,648
10,741,636
8,875,259
11,080,884
7,778,188
11,623,202
9,751,105
11,669,332
7,364,045
12,672,017
7,267,111
8,980,687
12,009,476
8,476,029
11,906,749
7,651,219
10,809,800
10,631,157
8,841,497
4,421,262
6,829,574
7,208,318
9,115,827
6,877,193
8,141,410
4,663,817
6,982,279
35,814,519
8,932,458
8,479,542
9,721,326
6,601,783
14,391,991
6,315,049
11,977,872
8,723,582
6,321,355
5,968,744
4,863,129
6,445,042
7,406,197
10,281,145
15,833,389
4,568,287
9,751,319
8,438,308
8,055,944
9,594,658
7,772,067
9,645,400
6,435,613
7,159,687
7,703,282
6,312,010
8,683,672
5,206,395
10,608,935
6,480,759
9,340,179
9,429,734
7,553,595
10,973,287
6,692,081
11,361,893
6,556,713
4,853,534
7,091,274
7,035,222
7,972,621
11,098,771
9,930,593
12,888,161
4,621,544
7,596,939
7,190,153
8,830,093
5,773,203
10,831,072
7,486,223
10,216,383
4,789,791
7,125,726
6,195,955
9,486,843
8,493,806
9,061,209
9,028,935
5,324,066
6,076,944
8,745,682
5,577,939
9,198,839
5,992,723
8,334,754
9,216,461
8,982,713
9,694,753
4,865,820
6,518,496
6,104,062
9,697,883
4,627,541
5,901,182
5,666,226
4,157,784
6,684,442
4,971,182
5,092,696
4,543,766
6,919,409
4,686,342
69,165,101
4,514,680
14,514,460
7,035,565
5,100,019
5,685,854
6,235,793
37,881,406
2,619,885,257
